               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  23,            0.019443,           0.0078427,                   0,             0.65599,             0.69852,             0.75649,             0.37371,             0.02384,            0.013919,                   0,            0.007822,            0.007822,            0.007822
                  24,            0.019016,           0.0074734,                   0,             0.57912,             0.68543,             0.66203,             0.29842,            0.024838,             0.01574,                   0,            0.007723,            0.007723,            0.007723
                  25,            0.019173,           0.0074867,                   0,             0.57906,             0.65213,             0.66776,             0.30388,            0.023458,            0.017251,                   0,            0.007624,            0.007624,            0.007624
                  26,            0.019134,           0.0074453,                   0,             0.84244,             0.74151,             0.84394,             0.37774,            0.023092,            0.014638,                   0,            0.007525,            0.007525,            0.007525
                  27,            0.018803,            0.007459,                   0,             0.51503,             0.70455,             0.63064,             0.26241,             0.02533,             0.01617,                   0,            0.007426,            0.007426,            0.007426
                  28,            0.018516,            0.007398,                   0,              0.6733,             0.62987,             0.68973,             0.32671,            0.023749,            0.017165,                   0,            0.007327,            0.007327,            0.007327
                  29,            0.018631,           0.0072957,                   0,             0.68195,              0.6136,             0.65774,             0.30136,             0.02551,            0.016837,                   0,            0.007228,            0.007228,            0.007228
                  30,            0.018138,           0.0072278,                   0,             0.70743,              0.5529,             0.63906,               0.309,            0.023924,            0.018577,                   0,            0.007129,            0.007129,            0.007129
                  31,            0.018075,           0.0072949,                   0,              0.5927,             0.50788,             0.58197,             0.26537,            0.025421,            0.019331,                   0,             0.00703,             0.00703,             0.00703
                  32,            0.018058,           0.0072989,                   0,              0.6798,             0.65492,             0.74314,              0.3517,            0.023651,             0.01674,                   0,            0.006931,            0.006931,            0.006931
                  33,            0.017911,           0.0072331,                   0,             0.54141,             0.61493,             0.63479,             0.29373,            0.024857,            0.015557,                   0,            0.006832,            0.006832,            0.006832
                  34,            0.017962,           0.0071942,                   0,             0.79689,             0.63915,             0.74515,             0.35516,            0.023471,            0.015842,                   0,            0.006733,            0.006733,            0.006733
                  35,            0.017586,           0.0070823,                   0,             0.80147,             0.67904,             0.79272,             0.35028,            0.025178,             0.01484,                   0,            0.006634,            0.006634,            0.006634
                  36,            0.017739,           0.0072203,                   0,             0.56877,             0.55334,             0.61574,             0.29348,            0.024862,            0.017253,                   0,            0.006535,            0.006535,            0.006535
                  37,            0.017527,           0.0070484,                   0,             0.66808,             0.67718,              0.7524,             0.34596,            0.023674,            0.015644,                   0,            0.006436,            0.006436,            0.006436
                  38,            0.017371,           0.0070589,                   0,             0.73067,             0.73486,             0.79905,             0.35522,            0.023392,            0.015279,                   0,            0.006337,            0.006337,            0.006337
                  39,            0.017296,           0.0069662,                   0,             0.65251,             0.73006,             0.76189,             0.35106,             0.02376,            0.015081,                   0,            0.006238,            0.006238,            0.006238
                  40,            0.017209,            0.006884,                   0,             0.63807,             0.64434,             0.67834,             0.30957,            0.023817,             0.01668,                   0,            0.006139,            0.006139,            0.006139
                  41,            0.017147,           0.0068883,                   0,             0.77323,             0.62471,             0.75607,             0.33649,            0.023045,            0.018002,                   0,             0.00604,             0.00604,             0.00604
                  42,            0.016999,           0.0068993,                   0,             0.69087,             0.69969,             0.75887,             0.34977,            0.023797,            0.015748,                   0,            0.005941,            0.005941,            0.005941
                  43,            0.016794,           0.0067292,                   0,             0.66399,             0.55519,             0.64226,             0.32028,            0.023848,            0.019817,                   0,            0.005842,            0.005842,            0.005842
                  44,            0.016542,           0.0068173,                   0,             0.66227,             0.51935,             0.63123,             0.31637,            0.023436,            0.020368,                   0,            0.005743,            0.005743,            0.005743
                  45,            0.016723,           0.0066877,                   0,             0.71343,             0.61827,             0.72489,             0.35519,            0.023723,            0.018671,                   0,            0.005644,            0.005644,            0.005644
                  46,            0.016662,           0.0067291,                   0,               0.683,             0.63868,              0.7304,              0.3372,            0.024146,            0.017584,                   0,            0.005545,            0.005545,            0.005545
                  47,            0.016343,           0.0067209,                   0,             0.68583,             0.46707,             0.62193,             0.30881,            0.023251,            0.021991,                   0,            0.005446,            0.005446,            0.005446
                  48,             0.01624,           0.0066455,                   0,             0.63738,             0.57978,             0.65892,             0.30174,            0.023592,            0.018707,                   0,            0.005347,            0.005347,            0.005347
                  49,            0.016121,           0.0067261,                   0,             0.68018,             0.66095,              0.7165,             0.31834,            0.023627,            0.016677,                   0,            0.005248,            0.005248,            0.005248
                  50,            0.016255,           0.0066084,                   0,             0.74804,             0.72403,             0.79979,             0.38301,            0.022955,            0.015003,                   0,            0.005149,            0.005149,            0.005149
                  51,            0.016213,           0.0065642,                   0,             0.68056,               0.718,             0.74646,             0.34207,            0.023444,            0.015417,                   0,             0.00505,             0.00505,             0.00505
                  52,            0.015883,           0.0065668,                   0,             0.70005,             0.68414,             0.76342,             0.37081,            0.023182,            0.015801,                   0,            0.004951,            0.004951,            0.004951
                  53,            0.015944,           0.0064684,                   0,              0.6728,             0.71289,              0.7431,             0.34842,            0.023762,            0.016379,                   0,            0.004852,            0.004852,            0.004852
                  54,            0.015492,           0.0065735,                   0,             0.76285,             0.67764,              0.7631,              0.3672,            0.023717,            0.016262,                   0,            0.004753,            0.004753,            0.004753
                  55,            0.015813,           0.0064056,                   0,             0.65519,             0.62045,             0.67683,             0.32058,            0.023837,            0.018664,                   0,            0.004654,            0.004654,            0.004654
                  56,            0.015613,           0.0065013,                   0,             0.82432,             0.65724,             0.78609,             0.40096,            0.022578,            0.017632,                   0,            0.004555,            0.004555,            0.004555
                  57,            0.015719,           0.0064445,                   0,              0.6683,             0.63451,             0.71161,             0.35813,            0.023535,            0.017043,                   0,            0.004456,            0.004456,            0.004456
                  58,            0.015584,           0.0064095,                   0,             0.75443,             0.59991,             0.70635,             0.36836,            0.023205,            0.018024,                   0,            0.004357,            0.004357,            0.004357
                  59,            0.015385,           0.0063434,                   0,             0.82617,             0.59045,             0.74868,             0.39501,            0.022746,            0.017564,                   0,            0.004258,            0.004258,            0.004258
                  60,            0.015124,           0.0062138,                   0,             0.75846,             0.60436,              0.7141,             0.33735,            0.023467,            0.017243,                   0,            0.004159,            0.004159,            0.004159
                  61,            0.015161,           0.0063194,                   0,             0.71027,              0.6595,             0.74985,             0.36792,            0.022941,            0.016961,                   0,             0.00406,             0.00406,             0.00406
                  62,            0.014999,            0.006296,                   0,             0.71019,              0.6192,             0.70977,             0.35036,            0.023357,            0.018148,                   0,            0.003961,            0.003961,            0.003961
                  63,            0.015276,           0.0063146,                   0,             0.75983,             0.64124,             0.76717,             0.38691,            0.022923,            0.018316,                   0,            0.003862,            0.003862,            0.003862
                  64,            0.014879,           0.0062299,                   0,             0.69757,             0.64512,             0.72907,                0.36,            0.023119,            0.017661,                   0,            0.003763,            0.003763,            0.003763
                  65,            0.014921,           0.0061341,                   0,             0.72738,             0.66826,             0.76186,             0.36347,            0.023303,            0.017481,                   0,            0.003664,            0.003664,            0.003664
                  66,            0.014897,            0.006202,                   0,             0.68731,             0.70653,             0.75525,             0.34848,            0.023856,            0.016573,                   0,            0.003565,            0.003565,            0.003565
                  67,            0.014813,           0.0061393,                   0,             0.74458,             0.63683,             0.73195,             0.35246,            0.023835,            0.017206,                   0,            0.003466,            0.003466,            0.003466
                  68,            0.014836,           0.0060866,                   0,             0.72554,             0.67805,             0.74949,             0.36524,            0.023388,            0.017108,                   0,            0.003367,            0.003367,            0.003367
                  69,            0.014632,           0.0061232,                   0,             0.68984,              0.6962,             0.73872,             0.35968,            0.023702,            0.016004,                   0,            0.003268,            0.003268,            0.003268
                  70,            0.014774,           0.0060999,                   0,              0.7142,             0.64564,             0.71755,             0.34432,            0.023723,            0.017666,                   0,            0.003169,            0.003169,            0.003169
                  71,            0.014345,           0.0059676,                   0,             0.76272,             0.67985,             0.77894,             0.38577,            0.023112,            0.016541,                   0,             0.00307,             0.00307,             0.00307
                  72,            0.014307,           0.0060986,                   0,             0.68201,             0.67579,             0.73756,             0.35164,            0.023741,            0.016851,                   0,            0.002971,            0.002971,            0.002971
                  73,            0.014235,           0.0060547,                   0,             0.68035,             0.71572,             0.77168,             0.37142,            0.023598,             0.01573,                   0,            0.002872,            0.002872,            0.002872
                  74,            0.014096,           0.0059449,                   0,              0.7279,             0.59308,             0.70956,             0.34661,            0.023883,            0.018514,                   0,            0.002773,            0.002773,            0.002773
                  75,            0.013919,            0.005978,                   0,             0.65607,             0.62338,             0.69953,             0.33437,            0.023953,            0.017487,                   0,            0.002674,            0.002674,            0.002674
                  76,            0.013663,           0.0058373,                   0,             0.67206,             0.63265,             0.70612,             0.34682,            0.023657,            0.017533,                   0,            0.002575,            0.002575,            0.002575
                  77,            0.013741,           0.0058472,                   0,             0.64938,              0.6744,             0.71726,             0.34259,            0.023847,            0.016389,                   0,            0.002476,            0.002476,            0.002476
                  78,            0.013844,           0.0058796,                   0,             0.67498,             0.62199,             0.71872,             0.35269,            0.023635,            0.017528,                   0,            0.002377,            0.002377,            0.002377
                  79,            0.013654,           0.0058221,                   0,               0.667,             0.65404,             0.73319,             0.34815,            0.023584,            0.016849,                   0,            0.002278,            0.002278,            0.002278
                  80,            0.013782,           0.0059146,                   0,             0.61897,             0.58673,             0.65937,             0.31561,            0.024541,            0.017865,                   0,            0.002179,            0.002179,            0.002179
                  81,            0.013643,           0.0058732,                   0,             0.67713,             0.69064,             0.75441,             0.36348,            0.023904,            0.016429,                   0,             0.00208,             0.00208,             0.00208
                  82,             0.01345,           0.0056719,                   0,             0.65761,             0.64941,             0.72016,             0.34706,            0.023845,            0.017285,                   0,            0.001981,            0.001981,            0.001981
                  83,            0.013455,           0.0056618,                   0,             0.63722,             0.61755,               0.691,             0.32828,            0.023869,            0.017831,                   0,            0.001882,            0.001882,            0.001882
                  84,            0.013066,            0.005761,                   0,             0.66734,             0.64564,             0.72053,             0.34562,            0.023625,            0.017554,                   0,            0.001783,            0.001783,            0.001783
                  85,            0.012934,           0.0055736,                   0,             0.69152,             0.67393,             0.73425,             0.35094,            0.023857,            0.017068,                   0,            0.001684,            0.001684,            0.001684
                  86,             0.01305,           0.0055943,                   0,             0.65576,             0.67022,             0.71421,             0.33724,            0.024016,            0.016983,                   0,            0.001585,            0.001585,            0.001585
                  87,            0.013034,           0.0056138,                   0,             0.65306,             0.65909,             0.71534,             0.34038,            0.024143,            0.016991,                   0,            0.001486,            0.001486,            0.001486
                  88,            0.012796,           0.0054843,                   0,              0.6751,             0.67486,             0.74433,             0.36002,            0.023652,            0.016729,                   0,            0.001387,            0.001387,            0.001387
                  89,            0.012953,           0.0055086,                   0,             0.68411,             0.68228,             0.75161,             0.35306,             0.02359,            0.016643,                   0,            0.001288,            0.001288,            0.001288
                  90,            0.012549,           0.0054873,                   0,             0.70557,             0.68924,             0.77279,             0.36736,            0.023407,             0.01607,                   0,            0.001189,            0.001189,            0.001189
                  91,            0.012715,           0.0055378,                   0,             0.72824,             0.70474,             0.79001,             0.37977,            0.023321,            0.015989,                   0,             0.00109,             0.00109,             0.00109
                  92,             0.01252,           0.0053987,                   0,             0.72033,             0.68321,             0.76836,             0.36955,            0.023473,            0.016426,                   0,            0.000991,            0.000991,            0.000991
                  93,            0.012405,           0.0054187,                   0,               0.708,             0.65538,             0.73835,             0.35818,              0.0237,            0.016944,                   0,            0.000892,            0.000892,            0.000892
                  94,            0.012344,           0.0053054,                   0,             0.74375,             0.64619,             0.75822,             0.37457,            0.023535,            0.016715,                   0,            0.000793,            0.000793,            0.000793
                  95,            0.012127,           0.0053204,                   0,             0.72336,             0.63673,             0.74602,             0.36317,            0.023695,            0.016636,                   0,            0.000694,            0.000694,            0.000694
                  96,            0.012106,           0.0054068,                   0,             0.69391,             0.64842,              0.7347,             0.35741,            0.023708,            0.016982,                   0,            0.000595,            0.000595,            0.000595
                  97,            0.012165,           0.0052917,                   0,             0.69469,             0.65537,             0.73937,             0.36224,            0.023681,            0.017066,                   0,            0.000496,            0.000496,            0.000496
                  98,            0.012076,           0.0054225,                   0,             0.69839,             0.65538,             0.74426,             0.36169,            0.023657,            0.017023,                   0,            0.000397,            0.000397,            0.000397
                  99,            0.012039,           0.0052791,                   0,             0.70673,             0.65863,             0.74528,             0.36042,            0.023665,            0.017155,                   0,            0.000298,            0.000298,            0.000298
