               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  30,            0.018562,           0.0067975,                   0,             0.12494,             0.54097,              0.1255,            0.039559,            0.037455,             0.02837,                   0,            0.007129,            0.007129,            0.007129
                  31,            0.017977,           0.0067554,                   0,             0.17373,             0.66042,             0.18916,            0.070163,            0.034438,            0.025817,                   0,             0.00703,             0.00703,             0.00703
                  32,            0.018084,           0.0067544,                   0,            0.088032,             0.30139,            0.058934,            0.017724,            0.039448,            0.032508,                   0,            0.006931,            0.006931,            0.006931
                  33,            0.017702,           0.0066684,                   0,              0.1762,             0.57986,             0.14584,            0.039466,            0.040547,             0.02909,                   0,            0.006832,            0.006832,            0.006832
                  34,            0.017707,           0.0067005,                   0,             0.15741,             0.47014,             0.12515,            0.035459,            0.040562,            0.029436,                   0,            0.006733,            0.006733,            0.006733
                  35,            0.017648,           0.0066649,                   0,             0.10434,             0.30694,            0.068758,             0.01776,            0.041986,             0.03149,                   0,            0.006634,            0.006634,            0.006634
                  36,            0.017346,           0.0065922,                   0,             0.20928,             0.64861,             0.19833,            0.062398,            0.036645,             0.02777,                   0,            0.006535,            0.006535,            0.006535
                  37,            0.017432,           0.0066969,                   0,            0.069447,             0.26597,             0.04814,            0.010701,            0.045047,            0.030383,                   0,            0.006436,            0.006436,            0.006436
                  38,            0.016941,           0.0065228,                   0,             0.15735,             0.45556,              0.1248,            0.034271,            0.040917,              0.0311,                   0,            0.006337,            0.006337,            0.006337
                  39,            0.017231,           0.0066161,                   0,             0.12272,                0.35,            0.087689,             0.02742,            0.043687,            0.031125,                   0,            0.006238,            0.006238,            0.006238
                  40,            0.017265,            0.006434,                   0,             0.17183,             0.48958,              0.1325,            0.035845,            0.042785,            0.029631,                   0,            0.006139,            0.006139,            0.006139
                  41,            0.016786,           0.0064188,                   0,             0.17188,                 0.5,             0.13909,            0.038019,            0.040889,            0.030123,                   0,             0.00604,             0.00604,             0.00604
                  42,            0.016979,           0.0064514,                   0,             0.20067,             0.58472,             0.17381,            0.050911,            0.037307,            0.031111,                   0,            0.005941,            0.005941,            0.005941
                  43,             0.01707,           0.0063965,                   0,             0.17515,             0.50208,             0.13911,            0.046396,            0.039599,            0.032016,                   0,            0.005842,            0.005842,            0.005842
                  44,            0.016439,           0.0064934,                   0,             0.18028,             0.40764,             0.12718,            0.038291,            0.040924,            0.030774,                   0,            0.005743,            0.005743,            0.005743
                  45,            0.016626,           0.0062741,                   0,             0.15948,             0.46458,             0.12289,            0.032885,            0.041773,            0.028234,                   0,            0.005644,            0.005644,            0.005644
                  46,            0.016535,           0.0063398,                   0,             0.13281,             0.41944,             0.10896,            0.036211,            0.040154,            0.030197,                   0,            0.005545,            0.005545,            0.005545
                  47,            0.016425,           0.0064053,                   0,            0.083707,             0.25903,            0.053516,            0.014893,            0.045283,            0.033983,                   0,            0.005446,            0.005446,            0.005446
                  48,            0.016401,           0.0063524,                   0,             0.17181,             0.40972,             0.12379,            0.034981,            0.043639,            0.030947,                   0,            0.005347,            0.005347,            0.005347
                  49,            0.015894,           0.0062663,                   0,             0.19638,             0.55764,             0.15961,            0.044996,            0.039804,              0.0304,                   0,            0.005248,            0.005248,            0.005248
                  50,             0.01594,           0.0061085,                   0,             0.22933,             0.54514,              0.1832,            0.055834,            0.040362,            0.029704,                   0,            0.005149,            0.005149,            0.005149
                  51,            0.015972,           0.0061497,                   0,             0.20931,             0.54028,             0.16817,            0.049096,             0.03919,            0.031043,                   0,             0.00505,             0.00505,             0.00505
                  52,            0.015814,           0.0062152,                   0,             0.17746,             0.45486,             0.14066,            0.037095,            0.043574,            0.030586,                   0,            0.004951,            0.004951,            0.004951
                  53,            0.015601,            0.006085,                   0,             0.21614,             0.53194,             0.17538,             0.04563,            0.040929,            0.031281,                   0,            0.004852,            0.004852,            0.004852
                  54,            0.015618,           0.0062512,                   0,             0.14656,             0.39306,             0.10334,            0.026939,            0.042135,             0.03199,                   0,            0.004753,            0.004753,            0.004753
                  55,            0.015426,            0.005971,                   0,             0.10963,              0.2625,            0.069903,            0.016798,            0.044849,             0.03258,                   0,            0.004654,            0.004654,            0.004654
                  56,            0.015392,           0.0060871,                   0,             0.14885,             0.43125,             0.11413,            0.027608,            0.042327,            0.031702,                   0,            0.004555,            0.004555,            0.004555
                  57,            0.015266,           0.0059791,                   0,             0.14168,             0.36875,            0.099437,            0.024406,            0.043973,            0.030917,                   0,            0.004456,            0.004456,            0.004456
                  58,            0.015373,           0.0059263,                   0,             0.12759,             0.37639,            0.099902,            0.025556,            0.044731,            0.030431,                   0,            0.004357,            0.004357,            0.004357
                  59,            0.015171,           0.0060019,                   0,             0.16492,             0.43819,               0.122,            0.032262,            0.042661,            0.029947,                   0,            0.004258,            0.004258,            0.004258
                  60,            0.015055,           0.0059417,                   0,             0.16649,              0.4375,             0.12791,            0.034946,            0.043583,            0.029004,                   0,            0.004159,            0.004159,            0.004159
                  61,            0.015058,           0.0059189,                   0,             0.15317,             0.42153,             0.11429,            0.030757,            0.043029,            0.030391,                   0,             0.00406,             0.00406,             0.00406
                  62,            0.014832,           0.0058802,                   0,             0.14119,             0.32708,            0.095466,            0.026465,            0.043045,            0.031996,                   0,            0.003961,            0.003961,            0.003961
                  63,            0.014806,           0.0058439,                   0,             0.13807,             0.29167,            0.089696,            0.021835,             0.04424,            0.031525,                   0,            0.003862,            0.003862,            0.003862
                  64,            0.014833,           0.0059024,                   0,             0.13472,             0.30069,            0.089201,            0.023138,             0.04519,            0.030667,                   0,            0.003763,            0.003763,            0.003763
                  65,            0.014752,           0.0058504,                   0,              0.1707,             0.44583,             0.12517,            0.031129,            0.043193,            0.030622,                   0,            0.003664,            0.003664,            0.003664
                  66,            0.014775,           0.0058535,                   0,              0.1281,             0.29792,            0.084934,            0.021678,            0.044064,            0.033358,                   0,            0.003565,            0.003565,            0.003565
                  67,            0.014476,           0.0057835,                   0,             0.15619,             0.36736,             0.11086,            0.032036,            0.044168,            0.031947,                   0,            0.003466,            0.003466,            0.003466
                  68,            0.014371,           0.0056857,                   0,             0.11823,             0.25764,            0.074504,            0.017759,             0.04548,            0.031801,                   0,            0.003367,            0.003367,            0.003367
                  69,            0.014463,           0.0057025,                   0,             0.12673,             0.29861,            0.083283,            0.022627,            0.044907,            0.032201,                   0,            0.003268,            0.003268,            0.003268
                  70,            0.014347,           0.0056855,                   0,            0.086045,             0.19097,            0.051299,            0.013165,            0.048535,            0.032354,                   0,            0.003169,            0.003169,            0.003169
                  71,            0.014125,           0.0056299,                   0,            0.094118,             0.21111,            0.057236,            0.016465,            0.045793,            0.033011,                   0,             0.00307,             0.00307,             0.00307
                  72,            0.014213,           0.0055957,                   0,             0.07669,             0.15833,            0.045053,            0.013482,            0.045903,            0.034585,                   0,            0.002971,            0.002971,            0.002971
                  73,            0.013957,           0.0055664,                   0,             0.12241,              0.2625,            0.077911,            0.021994,            0.044877,            0.033262,                   0,            0.002872,            0.002872,            0.002872
                  74,            0.013818,           0.0056201,                   0,             0.15284,             0.33403,             0.10198,            0.028523,            0.042974,            0.033643,                   0,            0.002773,            0.002773,            0.002773
                  75,            0.013791,           0.0055764,                   0,             0.11958,              0.2625,            0.075802,            0.022821,            0.044611,             0.03296,                   0,            0.002674,            0.002674,            0.002674
                  76,             0.01393,           0.0056543,                   0,             0.13236,             0.30903,            0.087115,            0.024725,            0.045179,            0.033938,                   0,            0.002575,            0.002575,            0.002575
                  77,            0.013608,           0.0054711,                   0,             0.11818,             0.26042,            0.074926,            0.020096,            0.046744,            0.033297,                   0,            0.002476,            0.002476,            0.002476
                  78,            0.013551,           0.0055356,                   0,             0.12274,             0.26389,            0.077657,            0.021806,            0.043802,            0.034008,                   0,            0.002377,            0.002377,            0.002377
                  79,            0.013617,           0.0054698,                   0,            0.064848,             0.12708,            0.036568,           0.0099658,            0.047684,            0.033054,                   0,            0.002278,            0.002278,            0.002278
                  80,            0.013486,           0.0054715,                   0,            0.072972,             0.14306,            0.041712,            0.011939,            0.047275,            0.032533,                   0,            0.002179,            0.002179,            0.002179
                  81,            0.013594,            0.005526,                   0,            0.098508,             0.19722,            0.058999,            0.016992,            0.046113,            0.032542,                   0,             0.00208,             0.00208,             0.00208
                  82,            0.013399,           0.0053731,                   0,             0.15558,             0.34931,             0.10496,            0.026058,            0.044112,            0.032332,                   0,            0.001981,            0.001981,            0.001981
                  83,            0.013223,           0.0052612,                   0,            0.073162,             0.14861,            0.042021,           0.0099527,            0.046254,            0.033289,                   0,            0.001882,            0.001882,            0.001882
                  84,            0.012908,           0.0054358,                   0,            0.067271,             0.13403,            0.038171,           0.0091207,            0.047031,             0.03316,                   0,            0.001783,            0.001783,            0.001783
                  85,            0.012862,           0.0052836,                   0,            0.082373,             0.16875,            0.048163,            0.011476,             0.04581,            0.033439,                   0,            0.001684,            0.001684,            0.001684
                  86,            0.012902,           0.0052693,                   0,            0.095914,             0.19236,            0.057207,             0.01461,            0.045118,            0.033566,                   0,            0.001585,            0.001585,            0.001585
                  87,            0.012923,           0.0052983,                   0,            0.064027,             0.12014,            0.035893,           0.0087817,             0.04659,            0.033783,                   0,            0.001486,            0.001486,            0.001486
                  88,            0.012637,           0.0051902,                   0,             0.11015,             0.23819,            0.068274,            0.017665,            0.044978,            0.033469,                   0,            0.001387,            0.001387,            0.001387
                  89,            0.012977,           0.0053041,                   0,             0.10654,             0.22847,            0.065456,            0.016687,            0.045024,             0.03368,                   0,            0.001288,            0.001288,            0.001288
                  90,            0.012696,           0.0052803,                   0,            0.095535,             0.20208,            0.057485,            0.015798,             0.04591,            0.033491,                   0,            0.001189,            0.001189,            0.001189
                  91,            0.012725,           0.0051661,                   0,            0.075599,             0.15556,            0.043682,             0.01117,            0.047697,            0.032995,                   0,             0.00109,             0.00109,             0.00109
                  92,            0.012656,           0.0050679,                   0,            0.097278,             0.20347,            0.058758,            0.014998,            0.046379,            0.032939,                   0,            0.000991,            0.000991,            0.000991
                  93,            0.012471,           0.0051554,                   0,            0.077598,             0.15972,            0.045032,            0.011359,            0.047052,            0.033935,                   0,            0.000892,            0.000892,            0.000892
                  94,             0.01244,           0.0050599,                   0,            0.065401,             0.12917,            0.036927,            0.008692,            0.047405,            0.033653,                   0,            0.000793,            0.000793,            0.000793
                  95,            0.012159,           0.0050428,                   0,            0.078186,             0.15208,            0.045047,            0.010697,            0.047138,            0.033463,                   0,            0.000694,            0.000694,            0.000694
                  96,            0.012281,            0.005149,                   0,             0.09051,             0.18611,            0.053676,            0.013117,            0.047118,            0.033076,                   0,            0.000595,            0.000595,            0.000595
                  97,            0.012231,            0.005078,                   0,            0.073388,             0.14861,            0.042229,            0.010208,            0.047703,            0.032552,                   0,            0.000496,            0.000496,            0.000496
                  98,            0.011956,           0.0051634,                   0,            0.073112,             0.14861,            0.041996,             0.01079,            0.047729,             0.03254,                   0,            0.000397,            0.000397,            0.000397
                  99,            0.012053,           0.0050415,                   0,            0.072779,             0.14167,            0.041574,            0.010416,            0.047688,            0.032626,                   0,            0.000298,            0.000298,            0.000298
